OSP_ID;LAT;LON;COG;SOG_u;STW_u;TH;SP_ID;SOG_v;STW_v;OS_ID
271722;56,0577;3,417;-174,587;6,69288;6,69274;-173,377;327149;-0,141412;-0,141636;0
271723;56,0576;3,41699;-174,499;6,69318;6,69303;-173,293;327150;-0,140975;-0,141197;0
271724;56,0576;3,41698;-174,412;6,69347;6,69332;-173,209;327151;-0,140539;-0,140761;0
271725;56,0575;3,41697;-174,326;6,69376;6,69361;-173,127;327152;-0,140106;-0,140327;0
271726;56,0574;3,41696;-174,24;6,69406;6,69391;-173,045;327153;-0,139675;-0,139894;0
271727;56,0574;3,41694;-174,154;6,69436;6,69421;-172,962;327154;-0,139246;-0,139464;0
271728;56,0573;3,41693;-174,068;6,69465;6,6945;-172,88;327155;-0,13882;-0,139037;0
271729;56,0573;3,41692;-173,982;6,69495;6,6948;-172,797;327156;-0,138396;-0,138612;0
271730;56,0572;3,41691;-173,897;6,69525;6,6951;-172,717;327157;-0,137974;-0,138189;0
271731;56,0571;3,4169;-173,813;6,69555;6,6954;-172,636;327158;-0,137555;-0,137768;0
271732;56,0571;3,41689;-173,728;6,69585;6,6957;-172,555;327159;-0,137138;-0,13735;0
271733;56,057;3,41688;-173,644;6,69615;6,696;-172,474;327160;-0,136723;-0,136934;0
271734;56,057;3,41686;-173,559;6,69646;6,6963;-172,393;327161;-0,136312;-0,136521;0
271735;56,0569;3,41685;-173,475;6,69676;6,6966;-172,313;327162;-0,135902;-0,136111;0
271736;56,0568;3,41684;-173,392;6,69707;6,69691;-172,233;327163;-0,135496;-0,135703;0
271737;56,0568;3,41683;-173,309;6,69737;6,69722;-172,154;327164;-0,135092;-0,135297;0
271738;56,0567;3,41681;-173,227;6,69768;6,69752;-172,075;327165;-0,13469;-0,134895;0
271739;56,0567;3,4168;-173,144;6,69799;6,69783;-171,995;327166;-0,134291;-0,134494;0
271740;56,0566;3,41679;-173,061;6,6983;6,69814;-171,916;327167;-0,133895;-0,134097;0
271741;56,0565;3,41678;-172,978;6,69861;6,69845;-171,836;327168;-0,133501;-0,133702;0
271742;56,0565;3,41676;-172,897;6,69893;6,69877;-171,758;327169;-0,13311;-0,133309;0
271743;56,0564;3,41675;-172,816;6,69925;6,69909;-171,681;327170;-0,132722;-0,132919;0
271744;56,0564;3,41674;-172,734;6,69956;6,6994;-171,603;327171;-0,132336;-0,132532;0
271745;56,0563;3,41672;-172,653;6,69988;6,69972;-171,525;327172;-0,131953;-0,132148;0
271746;56,0562;3,41671;-172,572;6,7002;6,70004;-171,447;327173;-0,131572;-0,131766;0
271747;56,0562;3,41669;-172,491;6,70052;6,70036;-171,369;327174;-0,131194;-0,131387;0
271748;56,0561;3,41668;-172,41;6,70084;6,70068;-171,292;327175;-0,130819;-0,13101;0
271749;56,0561;3,41667;-172,33;6,70117;6,701;-171,215;327176;-0,130446;-0,130636;0
271750;56,056;3,41665;-172,251;6,70149;6,70133;-171,139;327177;-0,130076;-0,130265;0
271751;56,0559;3,41664;-172,171;6,70182;6,70165;-171,063;327178;-0,129709;-0,129896;0
271752;56,0559;3,41662;-172,092;6,70215;6,70198;-170,986;327179;-0,129344;-0,12953;0
271753;56,0558;3,41661;-172,013;6,70248;6,70231;-170,91;327180;-0,128982;-0,129166;0
271754;56,0558;3,41659;-171,933;6,7028;6,70264;-170,834;327181;-0,128622;-0,128805;0
271755;56,0557;3,41658;-171,854;6,70313;6,70296;-170,757;327182;-0,128265;-0,128447;0
271756;56,0556;3,41656;-171,775;6,70345;6,70329;-170,682;327183;-0,127911;-0,128091;0
271757;56,0556;3,41655;-171,697;6,70378;6,70362;-170,607;327184;-0,127559;-0,127738;0
271758;56,0555;3,41653;-171,62;6,70411;6,70394;-170,533;327185;-0,12721;-0,127388;0
271759;56,0555;3,41651;-171,542;6,70444;6,70427;-170,458;327186;-0,126863;-0,12704;0
271760;56,0554;3,4165;-171,464;6,70476;6,7046;-170,383;327187;-0,126519;-0,126694;0
271761;56,0553;3,41648;-171,386;6,70509;6,70493;-170,308;327188;-0,126178;-0,126351;0
271762;56,0553;3,41647;-171,309;6,70542;6,70525;-170,234;327189;-0,125838;-0,126011;0
271763;56,0552;3,41645;-171,231;6,70575;6,70558;-170,159;327190;-0,125502;-0,125673;0
271764;56,0552;3,41643;-171,154;6,70608;6,70591;-170,085;327191;-0,125168;-0,125338;0
271765;56,0551;3,41642;-171,078;6,70641;6,70624;-170,012;327192;-0,124836;-0,125005;0
271766;56,055;3,4164;-171,002;6,70674;6,70658;-169,939;327193;-0,124507;-0,124674;0
271767;56,055;3,41638;-170,926;6,70707;6,7069;-169,865;327194;-0,12418;-0,124346;0
271768;56,0549;3,41637;-170,85;6,70741;6,70724;-169,792;327195;-0,123856;-0,124021;0
271769;56,0549;3,41635;-170,774;6,70774;6,70757;-169,719;327196;-0,123534;-0,123698;0
271770;56,0548;3,41633;-170,698;6,70807;6,7079;-169,646;327197;-0,123214;-0,123377;0
271771;56,0547;3,41631;-170,622;6,7084;6,70823;-169,572;327198;-0,122897;-0,123059;0
271772;56,0547;3,4163;-170,546;6,70873;6,70856;-169,499;327199;-0,122583;-0,122743;0
271773;56,0546;3,41628;-170,472;6,70906;6,70889;-169,428;327200;-0,12227;-0,122429;0
271774;56,0546;3,41626;-170,397;6,7094;6,70923;-169,356;327201;-0,12196;-0,122118;0
271775;56,0545;3,41624;-170,323;6,70973;6,70956;-169,284;327202;-0,121653;-0,121809;0
271776;56,0545;3,41623;-170,248;6,71007;6,7099;-169,212;327203;-0,121347;-0,121503;0
271777;56,0544;3,41621;-170,174;6,7104;6,71023;-169,141;327204;-0,121044;-0,121198;0
271778;56,0543;3,41619;-170,1;6,71074;6,71057;-169,069;327205;-0,120743;-0,120897;0
271779;56,0543;3,41617;-170,025;6,71108;6,71091;-168,997;327206;-0,120445;-0,120597;0
271780;56,0542;3,41615;-169,951;6,71141;6,71124;-168,926;327207;-0,120149;-0,120299;0
271781;56,0542;3,41613;-169,877;6,71175;6,71158;-168,854;327208;-0,119855;-0,120004;0
271782;56,0541;3,41611;-169,804;6,71209;6,71192;-168,783;327209;-0,119563;-0,119711;0
271783;56,054;3,41609;-169,731;6,71242;6,71225;-168,713;327210;-0,119273;-0,119421;0
271784;56,054;3,41607;-169,658;6,71276;6,71259;-168,643;327211;-0,118986;-0,119132;0
271785;56,0539;3,41606;-169,586;6,7131;6,71293;-168,573;327212;-0,118701;-0,118846;0
271786;56,0539;3,41604;-169,513;6,71344;6,71326;-168,503;327213;-0,118418;-0,118562;0
271787;56,0538;3,41602;-169,441;6,71377;6,7136;-168,432;327214;-0,118137;-0,11828;0
271788;56,0537;3,416;-169,368;6,71411;6,71394;-168,362;327215;-0,117858;-0,118;0
271789;56,0537;3,41598;-169,295;6,71445;6,71428;-168,292;327216;-0,117581;-0,117722;0
271790;56,0536;3,41596;-169,223;6,71479;6,71462;-168,222;327217;-0,117307;-0,117446;0
271791;56,0536;3,41594;-169,15;6,71513;6,71496;-168,152;327218;-0,117034;-0,117173;0
271792;56,0535;3,41592;-169,079;6,71547;6,71529;-168,083;327219;-0,116764;-0,116901;0
271793;56,0534;3,4159;-169,008;6,71581;6,71563;-168,014;327220;-0,116495;-0,116632;0
271794;56,0534;3,41587;-168,937;6,71614;6,71597;-167,945;327221;-0,116229;-0,116364;0
271795;56,0533;3,41585;-168,866;6,71648;6,71631;-167,877;327222;-0,115964;-0,116099;0
271796;56,0533;3,41583;-168,795;6,71682;6,71665;-167,808;327223;-0,115702;-0,115836;0
271797;56,0532;3,41581;-168,724;6,71716;6,71699;-167,739;327224;-0,115442;-0,115574;0
271798;56,0531;3,41579;-168,653;6,7175;6,71733;-167,664;327225;-0,115183;-0,115315;0
271799;56,0531;3,41577;-168,582;6,71784;6,71767;-167,595;327226;-0,114901;-0,115058;0
271800;56,053;3,41575;-168,511;6,71822;6,71801;-167,527;327227;-0,114647;-0,114802;0
271801;56,053;3,41573;-168,44;6,71852;6,71835;-167,458;327228;-0,11442;-0,114548;0
271802;56,0529;3,4157;-168,37;6,71886;6,71868;-167,389;327229;-0,114144;-0,114297;0
271803;56,0529;3,41568;-168,293;6,71923;6,71903;-167,322;327230;-0,113896;-0,114047;0
271804;56,0528;3,41566;-168,231;6,71957;6,71936;-167,255;327231;-0,113649;-0,113799;0
271805;56,0527;3,41564;-168,155;6,71991;6,7197;-167,188;327232;-0,113404;-0,113553;0
271806;56,0527;3,41562;-168,085;6,72025;6,72004;-167,121;327233;-0,113161;-0,113309;0
271807;56,0526;3,41559;-168,016;6,72058;6,72038;-167,053;327234;-0,11292;-0,113067;0
271808;56,0526;3,41557;-167,954;6,72092;6,72072;-166,986;327235;-0,112681;-0,112826;0
271809;56,0525;3,41555;-167,885;6,72126;6,72105;-166,919;327236;-0,112443;-0,112588;0
271810;56,0524;3,41553;-167,808;6,72159;6,72139;-166,852;327237;-0,112207;-0,112351;0
271811;56,0524;3,4155;-167,739;6,72193;6,72172;-166,785;327238;-0,111973;-0,112116;0
271812;56,0523;3,41548;-167,67;6,72227;6,72206;-166,718;327239;-0,111741;-0,111883;0
271813;56,0523;3,41546;-167,601;6,7226;6,7224;-166,651;327240;-0,111511;-0,111651;0
271814;56,0522;3,41543;-167,532;6,72294;6,72273;-166,584;327241;-0,111282;-0,111421;0
271815;56,0521;3,41541;-167,464;6,72327;6,72307;-166,518;327242;-0,111055;-0,111193;0
271816;56,0521;3,41539;-167,397;6,72361;6,72341;-166,452;327243;-0,11083;-0,110967;0
271817;56,052;3,41536;-167,329;6,72395;6,72374;-166,387;327244;-0,110606;-0,110742;0
271818;56,052;3,41534;-167,262;6,72428;6,72408;-166,321;327245;-0,110384;-0,110519;0
271819;56,0519;3,41531;-167,194;6,72462;6,72441;-166,256;327246;-0,110164;-0,110298;0
271820;56,0518;3,41529;-167,127;6,72496;6,72475;-166,19;327247;-0,109945;-0,110079;0
271821;56,0518;3,41527;-167,059;6,72529;6,72509;-166,124;327248;-0,109729;-0,109861;0
271822;56,0517;3,41524;-166,992;6,72563;6,72543;-166,059;327249;-0,109513;-0,109644;0
271823;56,0517;3,41522;-166,924;6,72597;6,72576;-165,993;327250;-0,1093;-0,10943;0
271824;56,0516;3,41519;-166,857;6,72631;6,7261;-165,927;327251;-0,109087;-0,109217;0
271825;56,0515;3,41517;-166,789;6,72664;6,72644;-165,862;327252;-0,108877;-0,109005;0
271826;56,0515;3,41514;-166,722;6,72699;6,72678;-165,796;327253;-0,108668;-0,108795;0
271827;56,0514;3,41512;-166,654;6,72732;6,72712;-165,731;327254;-0,108461;-0,108587;0
271828;56,0514;3,41509;-166,588;6,72766;6,72746;-165,666;327255;-0,108255;-0,10838;0
271829;56,0513;3,41507;-166,522;6,728;6,7278;-165,602;327256;-0,108051;-0,108175;0
271830;56,0513;3,41504;-166,457;6,72834;6,72813;-165,538;327257;-0,107848;-0,107971;0
271831;56,0512;3,41502;-166,391;6,72868;6,72847;-165,474;327258;-0,107647;-0,107769;0
271832;56,0511;3,41499;-166,325;6,72902;6,72881;-165,41;327259;-0,107447;-0,107569;0
271833;56,0511;3,41497;-166,259;6,72936;6,72915;-165,346;327260;-0,107249;-0,10737;0
271834;56,051;3,41494;-166,193;6,7297;6,72949;-165,282;327261;-0,107052;-0,107172;0
271835;56,051;3,41492;-166,127;6,73004;6,72983;-165,218;327262;-0,106857;-0,106976;0
271836;56,0509;3,41489;-166,062;6,73037;6,73017;-165,154;327263;-0,106663;-0,106781;0
271837;56,0508;3,41486;-165,996;6,73071;6,73051;-165,09;327264;-0,106471;-0,106588;0
271838;56,0508;3,41484;-165,93;6,73105;6,73085;-165,026;327265;-0,10628;-0,106396;0
271839;56,0507;3,41481;-165,864;6,73139;6,73119;-164,961;327266;-0,106091;-0,106206;0
271840;56,0507;3,41478;-165,799;6,73173;6,73153;-164,897;327267;-0,105902;-0,106017;0
271841;56,0506;3,41476;-165,733;6,73207;6,73186;-164,833;327268;-0,105716;-0,10583;0
271842;56,0506;3,41473;-165,668;6,73241;6,7322;-164,77;327269;-0,105531;-0,105643;0
271843;56,0505;3,4147;-165,604;6,73275;6,73254;-164,707;327270;-0,105347;-0,105459;0
271844;56,0504;3,41468;-165,539;6,73309;6,73288;-164,645;327271;-0,105164;-0,105275;0
271845;56,0504;3,41465;-165,475;6,73343;6,73322;-164,582;327272;-0,104983;-0,105093;0
271846;56,0503;3,41462;-165,411;6,73377;6,73356;-164,519;327273;-0,104803;-0,104913;0
271847;56,0503;3,4146;-165,347;6,7341;6,7339;-164,457;327274;-0,104625;-0,104733;0
271848;56,0502;3,41457;-165,283;6,73445;6,73424;-164,394;327275;-0,104448;-0,104556;0
271849;56,0501;3,41454;-165,219;6,73478;6,73458;-164,332;327276;-0,104272;-0,104379;0
271850;56,0501;3,41451;-165,155;6,73512;6,73492;-164,269;327277;-0,104097;-0,104204;0
271851;56,05;3,41449;-165,091;6,73546;6,73525;-164,207;327278;-0,103924;-0,10403;0
271852;56,05;3,41446;-165,027;6,7358;6,73559;-164,144;327279;-0,103752;-0,103857;0
271853;56,0499;3,41443;-164,962;6,73614;6,73593;-164,081;327280;-0,103582;-0,103685;0
271854;56,0498;3,4144;-164,898;6,73647;6,73627;-164,019;327281;-0,103412;-0,103515;0
271855;56,0498;3,41437;-164,834;6,7368;6,7366;-163,956;327282;-0,103244;-0,103346;0
271856;56,0497;3,41435;-164,77;6,73714;6,73693;-163,894;327283;-0,103077;-0,103179;0
271857;56,0497;3,41432;-164,706;6,73747;6,73727;-163,831;327284;-0,102911;-0,103012;0
271858;56,0496;3,41429;-164,64;6,73779;6,7376;-163,77;327285;-0,10233;-0,102823;0
271859;56,0496;3,41426;-164,564;6,73809;6,73791;-163,71;327286;-0,100472;-0,101762;0
271860;56,0495;3,41423;-164,48;6,73837;6,73821;-163,653;327287;-0,097279;-0,099386;0
271861;56,0494;3,4142;-164,393;6,73857;6,73845;-163,602;327288;-0,093024;-0,095671;0
271862;56,0494;3,41417;-164,311;6,73878;6,73865;-163,557;327289;-0,088642;-0,091321;0
271863;56,0493;3,41414;-164,233;6,73901;6,73887;-163,518;327290;-0,084211;-0,08692;0
271864;56,0493;3,41411;-164,162;6,73906;6,73907;-163,484;327291;-0,079771;-0,082477;0
271865;56,0492;3,41408;-164,096;6,73897;6,73904;-163,455;327292;-0,075325;-0,078038;0
271866;56,0491;3,41405;-164,035;6,7388;6,7389;-163,432;327293;-0,070858;-0,073587;0
271867;56,0491;3,41402;-163,978;6,73864;6,73873;-163,414;327294;-0,066356;-0,069106;0
271868;56,049;3,41399;-163,926;6,73849;6,73858;-163,401;327295;-0,061824;-0,064592;0
271869;56,049;3,41396;-163,879;6,73834;6,73843;-163,392;327296;-0,057263;-0,060048;0
271870;56,0489;3,41393;-163,836;6,73822;6,73829;-163,389;327297;-0,05267;-0,055476;0
271871;56,0489;3,4139;-163,798;6,7382;6,7382;-163,389;327298;-0,048035;-0,050867;0
271872;56,0488;3,41387;-163,764;6,7382;6,7382;-163,395;327299;-0,043373;-0,046219;0
271873;56,0487;3,41384;-163,734;6,73821;6,7382;-163,405;327300;-0,03869;-0,041549;0
271874;56,0487;3,41381;-163,708;6,73822;6,73821;-163,419;327301;-0,033986;-0,036859;0
271875;56,0486;3,41378;-163,687;6,73835;6,73825;-163,437;327302;-0,02938;-0,032142;0
271876;56,0486;3,41375;-163,673;6,73856;6,73842;-163,46;327303;-0,025125;-0,027669;0
271877;56,0485;3,41372;-163,665;6,73881;6,73865;-163,485;327304;-0,021235;-0,023556;0
271878;56,0485;3,41369;-163,663;6,73912;6,73892;-163,513;327305;-0,017718;-0,01981;0
271879;56,0484;3,41366;-163,665;6,73945;6,73925;-163,542;327306;-0,014448;-0,01644;0
271880;56,0483;3,41363;-163,67;6,73974;6,73958;-163,574;327307;-0,011334;-0,013177;0
271881;56,0483;3,4136;-163,68;6,74;6,73984;-163,607;327308;-0,008577;-0,010218;0
271882;56,0482;3,41357;-163,692;6,7403;6,74012;-163,64;327309;-0,006115;-0,007613;0
271883;56,0482;3,41354;-163,707;6,74061;6,74042;-163,675;327310;-0,003777;-0,005163;0
271884;56,0481;3,41351;-163,725;6,74096;6,74075;-163,71;327311;-0,00174;-0,002979;0
271885;56,048;3,41348;-163,744;6,74132;6,74109;-163,745;327312;0,000169;-0,000954;0
271886;56,048;3,41345;-163,765;6,74171;6,74147;-163,78;327313;0,001775;0,0008;0
271887;56,0479;3,41342;-163,788;6,74212;6,74186;-163,815;327314;0,003248;0,002391;0
271888;56,0479;3,41339;-163,812;6,74256;6,74229;-163,849;327315;0,004414;0,003707;0
271889;56,0478;3,41336;-163,836;6,74301;6,74274;-163,883;327316;0,005541;0,004858;0
271890;56,0478;3,41333;-163,859;6,74346;6,74318;-163,915;327317;0,006572;0,00597;0
271891;56,0477;3,4133;-163,885;6,74392;6,74363;-163,947;327318;0,007258;0,006844;0
271892;56,0476;3,41327;-163,91;6,74437;6,74409;-163,977;327319;0,007846;0,007515;0
271893;56,0476;3,41324;-163,937;6,74477;6,74452;-164,006;327320;0,008088;0,007946;0
271894;56,0475;3,41321;-163,963;6,74518;6,74493;-164,034;327321;0,008288;0,008171;0
271895;56,0475;3,41318;-163,988;6,74559;6,74534;-164,06;327322;0,008449;0,008355;0
271896;56,0474;3,41315;-164,012;6,74599;6,74575;-164,084;327323;0,008546;0,008501;0
271897;56,0473;3,41312;-164,037;6,74635;6,74613;-164,107;327324;0,008271;0,008446;0
271898;56,0473;3,41309;-164,061;6,74671;6,74649;-164,128;327325;0,007954;0,008152;0
271899;56,0472;3,41306;-164,083;6,74707;6,74685;-164,148;327326;0,007599;0,00782;0
271900;56,0472;3,41303;-164,104;6,74743;6,74721;-164,165;327327;0,007211;0,007452;0
271901;56,0471;3,413;-164,124;6,74778;6,74757;-164,182;327328;0,00679;0,00705;0
271902;56,0471;3,41297;-164,142;6,74815;6,74793;-164,196;327329;0,006339;0,006618;0
271903;56,047;3,41294;-164,159;6,7485;6,74828;-164,209;327330;0,005852;0,006155;0
271904;56,0469;3,41291;-164,178;6,74882;6,74863;-164,22;327331;0,005;0,005536;0
271905;56,0469;3,41288;-164,195;6,74913;6,74894;-164,23;327332;0,004095;0,004651;0
271906;56,0468;3,41285;-164,21;6,74944;6,74925;-164,237;327333;0,003161;0,003734;0
271907;56,0468;3,41282;-164,224;6,74975;6,74956;-164,243;327334;0,002199;0,002789;0
271908;56,0467;3,41279;-164,236;6,75006;6,74987;-164,247;327335;0,001212;0,001818;0
271909;56,0466;3,41276;-164,247;6,75037;6,75018;-164,249;327336;0,000201;0,000821;0
271910;56,0466;3,41273;-164,256;6,75068;6,75049;-164,249;327337;-0,000832;-0,000199;0
271911;56,0465;3,41271;-164,264;6,75099;6,7508;-164,248;327338;-0,001886;-0,001241;0
271912;56,0465;3,41268;-164,271;6,7513;6,75111;-164,245;327339;-0,002959;-0,002302;0
271913;56,0464;3,41265;-164,276;6,7516;6,75142;-164,241;327340;-0,00405;-0,003383;0
271914;56,0464;3,41262;-164,279;6,75191;6,75172;-164,235;327341;-0,005157;-0,00448;0
271915;56,0463;3,41259;-164,281;6,75221;6,75203;-164,228;327342;-0,00628;-0,005593;0
271916;56,0462;3,41256;-164,282;6,75252;6,75233;-164,22;327343;-0,007416;-0,006721;0
271917;56,0462;3,41253;-164,282;6,75282;6,75264;-164,21;327344;-0,008564;-0,007862;0
271918;56,0461;3,4125;-164,281;6,75313;6,75294;-164,198;327345;-0,009725;-0,009016;0
271919;56,0461;3,41247;-164,278;6,75343;6,75325;-164,186;327346;-0,010895;-0,01018;0
271920;56,046;3,41244;-164,274;6,75373;6,75355;-164,172;327347;-0,012075;-0,011354;0
271921;56,0459;3,41241;-164,269;6,75404;6,75385;-164,156;327348;-0,013264;-0,012538;0
271922;56,0459;3,41238;-164,263;6,75433;6,75415;-164,14;327349;-0,01446;-0,01373;0
271923;56,0458;3,41235;-164,255;6,75463;6,75445;-164,122;327350;-0,015663;-0,014929;0
271924;56,0458;3,41232;-164,247;6,75493;6,75475;-164,104;327351;-0,016872;-0,016134;0
271925;56,0457;3,41229;-164,237;6,75523;6,75504;-164,084;327352;-0,018086;-0,017345;0
271926;56,0457;3,41226;-164,226;6,75552;6,75534;-164,063;327353;-0,019305;-0,018561;0
271927;56,0456;3,41224;-164,214;6,75582;6,75564;-164,04;327354;-0,020528;-0,019781;0
271928;56,0455;3,41221;-164,202;6,75611;6,75593;-164,017;327355;-0,021753;-0,021005;0
271929;56,0455;3,41218;-164,188;6,7564;6,75622;-163,993;327356;-0,022982;-0,022232;0
271930;56,0454;3,41215;-164,173;6,75669;6,75651;-163,968;327357;-0,024212;-0,023461;0
271931;56,0454;3,41212;-164,157;6,75697;6,7568;-163,941;327358;-0,025444;-0,024692;0
271932;56,0453;3,41209;-164,14;6,75725;6,75708;-163,914;327359;-0,026677;-0,025925;0
271933;56,0452;3,41206;-164,122;6,75753;6,75736;-163,885;327360;-0,02791;-0,027158;0
271934;56,0452;3,41203;-164,104;6,75781;6,75764;-163,856;327361;-0,029144;-0,028392;0
271935;56,0451;3,412;-164,083;6,75809;6,75792;-163,826;327362;-0,030377;-0,029625;0
271936;56,0451;3,41197;-164,063;6,75837;6,7582;-163,795;327363;-0,03161;-0,030858;0
271937;56,045;3,41194;-164,041;6,75865;6,75848;-163,763;327364;-0,032841;-0,03209;0
271938;56,045;3,41191;-164,018;6,75892;6,75875;-163,73;327365;-0,034071;-0,033321;0
271939;56,0449;3,41188;-163,995;6,75919;6,75903;-163,696;327366;-0,035299;-0,03455;0
271940;56,0448;3,41185;-163,971;6,75946;6,7593;-163,661;327367;-0,036525;-0,035777;0
271941;56,0448;3,41182;-163,945;6,75973;6,75957;-163,625;327368;-0,037748;-0,037002;0
271942;56,0447;3,41179;-163,919;6,75999;6,75983;-163,589;327369;-0,038969;-0,038225;0
271943;56,0447;3,41176;-163,892;6,76026;6,7601;-163,551;327370;-0,040187;-0,039445;0
271944;56,0446;3,41173;-163,864;6,76051;6,76036;-163,513;327371;-0,041402;-0,040661;0
271945;56,0445;3,4117;-163,835;6,76077;6,76061;-163,474;327372;-0,042613;-0,041875;0
271946;56,0445;3,41167;-163,806;6,76103;6,76087;-163,435;327373;-0,04382;-0,043084;0
271947;56,0444;3,41164;-163,775;6,76128;6,76113;-163,394;327374;-0,045024;-0,04429;0
271948;56,0444;3,41161;-163,744;6,76153;6,76138;-163,353;327375;-0,046224;-0,045492;0
271949;56,0443;3,41158;-163,712;6,76178;6,76163;-163,31;327376;-0,047419;-0,04669;0
271950;56,0443;3,41155;-163,679;6,76203;6,76188;-163,267;327377;-0,04861;-0,047884;0
271951;56,0442;3,41152;-163,645;6,76227;6,76212;-163,223;327378;-0,049796;-0,049073;0
271952;56,0441;3,41149;-163,611;6,76252;6,76237;-163,179;327379;-0,050977;-0,050257;0
271953;56,0441;3,41146;-163,576;6,76276;6,76261;-163,134;327380;-0,052154;-0,051437;0
271954;56,044;3,41142;-163,54;6,763;6,76285;-163,088;327381;-0,053325;-0,052611;0
271955;56,044;3,41139;-163,503;6,76323;6,76309;-163,041;327382;-0,054491;-0,053781;0
271956;56,0439;3,41136;-163,465;6,76347;6,76332;-162,994;327383;-0,055653;-0,054945;0
271957;56,0438;3,41133;-163,427;6,7637;6,76356;-162,946;327384;-0,056808;-0,056104;0
271958;56,0438;3,4113;-163,388;6,76393;6,76379;-162,897;327385;-0,057958;-0,057257;0
271959;56,0437;3,41127;-163,348;6,76416;6,76402;-162,847;327386;-0,059103;-0,058405;0
271960;56,0437;3,41124;-163,307;6,76438;6,76424;-162,792;327387;-0,060242;-0,059548;0
271961;56,0436;3,41121;-163,266;6,76461;6,76447;-162,747;327388;-0,061315;-0,060684;0
271962;56,0436;3,41118;-163,22;6,76489;6,76472;-162,69;327389;-0,062074;-0,061613;0
271963;56,0435;3,41115;-163,175;6,76517;6,765;-162,638;327390;-0,062821;-0,062367;0
271964;56,0434;3,41111;-163,129;6,76544;6,76528;-162,586;327391;-0,06363;-0,063109;0
271965;56,0434;3,41108;-163,083;6,76572;6,76555;-162,534;327392;-0,064354;-0,063841;0
271966;56,0433;3,41105;-163,033;6,76602;6,76583;-162,482;327393;-0,065068;-0,064562;0
271967;56,0433;3,41102;-162,992;6,76629;6,7661;-162,43;327394;-0,065772;-0,065273;0
271968;56,0432;3,41099;-162,941;6,76656;6,76637;-162,378;327395;-0,066466;-0,065974;0
271969;56,0431;3,41095;-162,895;6,76682;6,76664;-162,326;327396;-0,067151;-0,066666;0
271970;56,0431;3,41092;-162,849;6,76709;6,7669;-162,275;327397;-0,067828;-0,067348;0
271971;56,043;3,41089;-162,802;6,76734;6,76716;-162,222;327398;-0,068495;-0,068022;0
271972;56,043;3,41086;-162,754;6,7676;6,76742;-162,168;327399;-0,069154;-0,068687;0
271973;56,0429;3,41082;-162,706;6,76785;6,76768;-162,115;327400;-0,069805;-0,069344;0
271974;56,0429;3,41079;-162,658;6,76811;6,76793;-162,062;327401;-0,070448;-0,069992;0
271975;56,0428;3,41076;-162,61;6,76836;6,76818;-162,008;327402;-0,071084;-0,070634;0
271976;56,0427;3,41073;-162,562;6,76862;6,76844;-161,955;327403;-0,071712;-0,071267;0
271977;56,0427;3,41069;-162,514;6,76886;6,76869;-161,901;327404;-0,072333;-0,071893;0
271978;56,0426;3,41066;-162,465;6,76911;6,76893;-161,848;327405;-0,072947;-0,072512;0
271979;56,0426;3,41063;-162,416;6,76936;6,76918;-161,793;327406;-0,073555;-0,073124;0
271980;56,0425;3,4106;-162,366;6,7696;6,76943;-161,738;327407;-0,074155;-0,073729;0
271981;56,0424;3,41056;-162,316;6,76985;6,76967;-161,683;327408;-0,07475;-0,074328;0
271982;56,0424;3,41053;-162,266;6,77009;6,76992;-161,628;327409;-0,075338;-0,074921;0
271983;56,0423;3,4105;-162,216;6,77033;6,77016;-161,573;327410;-0,07592;-0,075507;0
271984;56,0423;3,41046;-162,166;6,77057;6,7704;-161,518;327411;-0,076496;-0,076088;0
271985;56,0422;3,41043;-162,115;6,77081;6,77064;-161,463;327412;-0,077066;-0,076662;0
271986;56,0422;3,4104;-162,063;6,77104;6,77087;-161,407;327413;-0,077631;-0,077231;0
271987;56,0421;3,41036;-162,012;6,77127;6,77111;-161,35;327414;-0,07819;-0,077794;0
271988;56,042;3,41033;-161,96;6,7715;6,77134;-161,294;327415;-0,078744;-0,078351;0
271989;56,042;3,4103;-161,908;6,77173;6,77157;-161,237;327416;-0,079293;-0,078904;0
271990;56,0419;3,41026;-161,856;6,77196;6,7718;-161,181;327417;-0,079836;-0,079451;0
271991;56,0419;3,41023;-161,804;6,77219;6,77203;-161,124;327418;-0,080374;-0,079993;0
271992;56,0418;3,41019;-161,751;6,77242;6,77225;-161,067;327419;-0,080908;-0,08053;0
271993;56,0418;3,41016;-161,698;6,77264;6,77248;-161,009;327420;-0,081436;-0,081061;0
271994;56,0417;3,41013;-161,644;6,77286;6,77271;-160,951;327421;-0,08196;-0,081589;0
271995;56,0416;3,41009;-161,59;6,77309;6,77293;-160,893;327422;-0,082479;-0,082111;0
271996;56,0416;3,41006;-161,537;6,77331;6,77315;-160,835;327423;-0,082994;-0,082629;0
271997;56,0415;3,41002;-161,483;6,77352;6,77337;-160,777;327424;-0,083504;-0,083142;0
271998;56,0415;3,40999;-161,429;6,77374;6,77359;-160,718;327425;-0,08401;-0,083651;0
271999;56,0414;3,40995;-161,373;6,77395;6,7738;-160,659;327426;-0,084511;-0,084156;0
272000;56,0413;3,40992;-161,318;6,77416;6,77401;-160,599;327427;-0,085008;-0,084656;0
272001;56,0413;3,40988;-161,263;6,77437;6,77422;-160,54;327428;-0,085501;-0,085152;0
